// this dataset is used to predict the quality of red wine based on various physicochemical properties.

// you can visit
//    http://archive.ics.uci.edu/ml/datasets/Wine+Quality
// to see more about this dataset.

// the number of features

20

// The feature names followed by a dash and then the legal values of this feature

fixedAcidityGt47 - T F

volatileAcidityGt17 - T F
volatileAcidityGt29 - T F

citricAcidGt30 - T F

residualSugarGtMean - T F

chloridesGt9 - T F

freeSulfurDioxideGtMean - T F

totalSulfurDioxideGt27 - T F
totalSulfurDioxideGt37 - T F
totalSulfurDioxideGt54 - T F

densityGt18 - T F
densityGt41 - T F

pHGtMean - T F

sulphatesGt12 - T F
sulphatesGt15 - T F
sulphatesGt19 - T F
sulphatesGt44 - T F

alcoholGt22 - T F
alcoholGt33 - T F
alcoholGt47 - T F

// the class labels

lowToMid
midToHigh

// the number of examples (will read this many in; ok to have more in the file)

108

// the examples

trainEx306 midToHigh F T T F F T T T F F T T F T F F F F F F
trainEx739 midToHigh F F F T F F F F F F T F T T F F F T T T
trainEx468 midToHigh F T F F F T T F F F T F T T T F F T T F
trainEx378 lowToMid F T T F F T F F F F T T T T T T F T F F
trainEx734 midToHigh T T F T F T T F F F T T F T T T F T F F
trainEx174 lowToMid F T T F F T F F F F T T T T T T F F F F
trainEx748 lowToMid F T F F F T T F F F T T F T F F F T F F
trainEx343 lowToMid F T F T T T T F F F T T T T F F F F F F
trainEx784 lowToMid F T T T T T F T F F T T F T T T F T F F
trainEx200 midToHigh F T F F T T F F F F T T F T F F F T F F
trainEx689 lowToMid F T T T F T T T T F T T F T T F F F F F
trainEx413 lowToMid F T F T F T T F F F T T T T F F F F F F
trainEx724 lowToMid F T T F F T F F F F T T T T T T F F F F
trainEx796 midToHigh T T F T F F F F F F T T F T T T F T F F
trainEx812 lowToMid F T F T F T T T F F T T T T T T F T T F
trainEx148 midToHigh F T F T T T F F F F T T F T T T F T T T
trainEx592 lowToMid F T T F F T F T F F T T F F F F F T F F
trainEx839 midToHigh F T T F F T F F F F T T T T F F F F F F
trainEx345 midToHigh T T T T F T F F F F T T F T T T F F F F
trainEx215 midToHigh F F F F F T T F F F T T T T F F F T F F
trainEx524 midToHigh T F F T T T F F F F T T F T T T F T T T
trainEx230 midToHigh T T F T T T T T F F T T F T T T F F F F
trainEx450 midToHigh T F F T F T T F F F T F F T T T F T T T
trainEx606 lowToMid F T F F F T F F F F T T F T T F F F F F
trainEx272 midToHigh F T F F F T F F F F T T T F F F F T F F
trainEx692 midToHigh F T F T F T T F F F T T F T T T F T T F
trainEx855 lowToMid F T T F F T F F F F T T F T T T F F F F
trainEx558 midToHigh F T F F F T F F F F T T F T T F F T F F
trainEx372 lowToMid F T F T F T F F F F T T F T F F F F F F
trainEx448 midToHigh T T F T T T T F F F T T F T T T F T F F
trainEx663 midToHigh T T F T T T F F F F T T F T T F F T T F
